1,3,23-Task0
Time,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W,IsInCollision,CollisionForce X,CollisionForce Y,CollisionForce Z,Checkpoint0,Checkpoint1,Checkpoint2,User,Connected,Translation X,Translation Y,Translation Z,Rotation X,Rotation Y,Rotation Z,Rotation W,Scalling,Camera X,Camera Y,Camera Z,Camera W
16.9075,0,0,0,6.314373E-07,2.339067E-07,4.931114E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0429,774.5026,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1
16.95803,0,0,0,6.364555E-07,2.347907E-07,4.971643E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.456,322.8073,788.5844,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.00753,0,0,0,6.414738E-07,2.356746E-07,5.012171E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0429,774.5026,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.05826,0,0,0,6.46492E-07,2.365586E-07,5.052699E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,271.404,311.2785,760.4207,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.10798,0,0,0,6.515102E-07,2.374426E-07,5.093228E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0429,774.5026,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.15747,0,0,0,6.565285E-07,2.383265E-07,5.133756E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0429,774.5026,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.208,0,0,0,6.615467E-07,2.392106E-07,5.174284E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,256.326,293.9853,718.1752,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.25765,0,0,0,6.671225E-07,2.401928E-07,5.219315E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0429,774.5026,0,1,0,0,0,5.575846E-09,9.822054E-10,4.503137E-08,1,1,0,0,0,1
17.30805,0,0,0,6.721408E-07,2.410769E-07,5.259843E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.456,322.8073,788.5844,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.35756,0,0,0,6.771591E-07,2.419609E-07,5.300372E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,276.43,317.0429,774.5026,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.41556,0,0,0,6.832925E-07,2.430414E-07,5.349906E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,256.326,293.9853,718.1752,0,1,0,0,0,6.133431E-09,1.080426E-09,4.95345E-08,1,1,0,0,0,1
17.46345,0,0,0,6.883107E-07,2.439253E-07,5.390434E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,185.962,213.2835,521.0293,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.51385,0,0,0,6.93329E-07,2.448094E-07,5.430962E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.456,322.8073,788.5844,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
17.56427,0,0,0,6.983472E-07,2.456934E-07,5.471491E-06,1,1,0.07105278,0.7416701,-0.07957652,0.662227,0,0,0,0,281.456,322.8073,788.5844,0,1,0,0,0,5.018261E-09,8.839849E-10,4.052823E-08,1,1,0,0,0,1
